10;24;4
10;23;11
10;23;6
10;20;10
10;29;9
10;23;7
10;24;10
10;24;8
10;24;6
10;22;8
10;25;10
10;22;9
10;22;10
10;24;13
10;24;10
10;27;6
10;26;7
10;26;8
10;25;7
10;31;7
10;30;8
10;25;9
10;23;6
10;26;10
10;26;7
10;25;6
10;31;8
10;25;8
10;26;10
10;24;11
10;26;10
10;24;8
10;25;8
10;21;7
10;25;10
10;23;8
10;20;11
10;32;5
10;29;7
10;23;9
10;25;9
10;24;9
10;25;9
10;23;7
10;26;7
10;25;9
10;32;6
10;24;5
10;25;10
10;23;8
10;23;5
10;25;6
10;33;6
10;24;8
10;25;9
10;23;9
10;23;6
10;24;7
10;24;6
10;24;6
10;30;7
10;30;7
10;24;8
10;27;9
10;25;9
10;22;8
10;21;8
10;30;10
10;24;8
10;25;10
10;28;8
10;28;6
10;27;6
10;20;11
10;32;5
10;22;7
10;28;12
10;26;7
10;26;7
10;31;7
10;36;4
10;26;7
10;26;11
10;23;7
10;30;10
10;21;8
10;26;8
10;24;11
10;21;11
10;25;12
10;41;5
10;22;7
10;25;6
10;26;8
10;27;6
10;26;8
10;25;10
10;21;8
10;26;8
10;28;7
20;70;21
20;75;32
20;71;25
20;70;21
20;73;21
20;66;21
20;74;20
20;74;25
20;65;22
20;77;21
20;76;21
20;68;35
20;82;23
20;76;25
20;64;23
20;68;20
20;66;21
20;72;19
20;67;22
20;92;23
20;68;24
20;77;20
20;69;18
20;73;23
20;81;16
20;67;24
20;62;24
20;72;21
20;82;18
20;61;24
20;91;17
20;79;16
20;70;20
20;85;16
20;71;22
20;75;19
20;73;26
20;69;23
20;67;22
20;63;15
20;69;22
20;72;23
20;67;25
20;65;23
20;79;21
20;81;20
20;74;22
20;66;22
20;67;22
20;66;26
20;72;22
20;68;19
20;70;19
20;66;22
20;65;21
20;79;18
20;75;28
20;72;23
20;68;21
20;72;17
20;68;26
20;86;21
20;60;19
20;65;27
20;60;24
20;72;19
20;63;29
20;74;22
20;75;27
20;63;24
20;64;18
20;88;15
20;72;22
20;59;24
20;72;18
20;68;24
20;79;18
20;68;20
20;72;28
20;71;25
20;66;24
20;64;22
20;68;24
20;86;16
20;72;25
20;69;21
20;70;24
20;68;22
20;71;25
20;69;23
20;71;23
20;70;22
20;71;23
20;60;28
20;75;26
20;73;20
20;67;21
20;69;20
20;64;21
20;74;22
30;127;52
30;119;38
30;117;36
30;126;38
30;124;32
30;129;27
30;122;36
30;114;39
30;125;47
30;119;42
30;139;48
30;117;37
30;127;39
30;112;32
30;145;31
30;124;49
30;122;40
30;130;52
30;116;54
30;118;41
30;137;31
30;118;37
30;120;40
30;109;38
30;124;32
30;133;32
30;118;44
30;114;36
30;183;31
30;116;38
30;171;31
30;125;32
30;118;41
30;123;36
30;118;46
30;136;40
30;128;32
30;119;34
30;124;42
30;116;40
30;116;34
30;150;36
30;130;34
30;114;36
30;121;37
30;125;49
30;138;46
30;143;29
30;128;42
30;120;34
30;119;31
30;120;50
30;115;38
30;125;42
30;118;38
30;121;38
30;120;42
30;155;33
30;125;39
30;115;40
30;129;39
30;112;46
30;149;33
30;145;36
30;125;54
30;138;34
30;124;40
30;148;30
30;135;33
30;110;47
30;117;42
30;142;53
30;119;44
30;119;34
30;136;43
30;144;35
30;129;34
30;158;37
30;130;38
30;123;42
30;114;37
30;118;41
30;133;41
30;118;38
30;141;43
30;138;43
30;124;50
30;115;44
30;121;38
30;122;33
30;123;34
30;111;46
30;112;54
30;138;35
30;126;41
30;125;55
30;119;46
30;128;39
30;118;44
30;132;40
40;177;60
40;186;65
40;187;89
40;186;58
40;190;54
40;189;46
40;193;48
40;178;63
40;175;56
40;174;41
40;162;63
40;177;55
40;180;56
